KoF,Charizard,Count_struggle,0
KoF,Charizard,Total_moves_used,16
KoF,Charizard,Total_damage_done,770
KoF,Charizard,Total_damage_received,963
KoF,Charizard,Total_kills,1
KoF,Charizard,Total_buffs_received,0
KoF,Charizard,Total_debuffs_received,0
KoF,Charizard,Total_misses,0
KoF,Charizard,Total_not_effective,0
KoF,Charizard,Total_super_effective,5
KoF,Charizard,Total_one_shot,0
KoF,Charizard,Total_no_effect,0
KoF,Charizard,Total_turns,16
KoF,Raichu,Count_struggle,0
KoF,Raichu,Total_moves_used,19
KoF,Raichu,Total_damage_done,938
KoF,Raichu,Total_damage_received,910
KoF,Raichu,Total_kills,4
KoF,Raichu,Total_buffs_received,0
KoF,Raichu,Total_debuffs_received,0
KoF,Raichu,Total_misses,1
KoF,Raichu,Total_not_effective,0
KoF,Raichu,Total_super_effective,4
KoF,Raichu,Total_one_shot,0
KoF,Raichu,Total_no_effect,0
KoF,Raichu,Total_turns,20
KoF,Kadabra,Count_struggle,0
KoF,Kadabra,Total_moves_used,10
KoF,Kadabra,Total_damage_done,332
KoF,Kadabra,Total_damage_received,934
KoF,Kadabra,Total_kills,3
KoF,Kadabra,Total_buffs_received,3
KoF,Kadabra,Total_debuffs_received,0
KoF,Kadabra,Total_misses,0
KoF,Kadabra,Total_not_effective,0
KoF,Kadabra,Total_super_effective,2
KoF,Kadabra,Total_one_shot,0
KoF,Kadabra,Total_no_effect,0
KoF,Kadabra,Total_turns,10
KoF,Golem,Count_struggle,0
KoF,Golem,Total_moves_used,11
KoF,Golem,Total_damage_done,914
KoF,Golem,Total_damage_received,2164
KoF,Golem,Total_kills,5
KoF,Golem,Total_buffs_received,0
KoF,Golem,Total_debuffs_received,0
KoF,Golem,Total_misses,1
KoF,Golem,Total_not_effective,2
KoF,Golem,Total_super_effective,6
KoF,Golem,Total_one_shot,3
KoF,Golem,Total_no_effect,0
KoF,Golem,Total_turns,16
KoF,Mewtwo,Count_struggle,0
KoF,Mewtwo,Total_moves_used,19
KoF,Mewtwo,Total_damage_done,1681
KoF,Mewtwo,Total_damage_received,1100
KoF,Mewtwo,Total_kills,5
KoF,Mewtwo,Total_buffs_received,0
KoF,Mewtwo,Total_debuffs_received,0
KoF,Mewtwo,Total_misses,1
KoF,Mewtwo,Total_not_effective,6
KoF,Mewtwo,Total_super_effective,7
KoF,Mewtwo,Total_one_shot,1
KoF,Mewtwo,Total_no_effect,0
KoF,Mewtwo,Total_turns,19
KoF,Psyduck,Count_struggle,0
KoF,Psyduck,Total_moves_used,5
KoF,Psyduck,Total_damage_done,16
KoF,Psyduck,Total_damage_received,1041
KoF,Psyduck,Total_kills,0
KoF,Psyduck,Total_buffs_received,0
KoF,Psyduck,Total_debuffs_received,0
KoF,Psyduck,Total_misses,0
KoF,Psyduck,Total_not_effective,0
KoF,Psyduck,Total_super_effective,0
KoF,Psyduck,Total_one_shot,0
KoF,Psyduck,Total_no_effect,0
KoF,Psyduck,Total_turns,10
martini,Articuno,Count_struggle,0
martini,Articuno,Total_moves_used,15
martini,Articuno,Total_damage_done,922
martini,Articuno,Total_damage_received,1088
martini,Articuno,Total_kills,4
martini,Articuno,Total_buffs_received,0
martini,Articuno,Total_debuffs_received,4
martini,Articuno,Total_misses,2
martini,Articuno,Total_not_effective,1
martini,Articuno,Total_super_effective,0
martini,Articuno,Total_one_shot,0
martini,Articuno,Total_no_effect,0
martini,Articuno,Total_turns,20
martini,Zapdos,Count_struggle,0
martini,Zapdos,Total_moves_used,25
martini,Zapdos,Total_damage_done,1538
martini,Zapdos,Total_damage_received,1053
martini,Zapdos,Total_kills,8
martini,Zapdos,Total_buffs_received,0
martini,Zapdos,Total_debuffs_received,0
martini,Zapdos,Total_misses,2
martini,Zapdos,Total_not_effective,16
martini,Zapdos,Total_super_effective,0
martini,Zapdos,Total_one_shot,1
martini,Zapdos,Total_no_effect,0
martini,Zapdos,Total_turns,28
martini,Moltres,Count_struggle,0
martini,Moltres,Total_moves_used,15
martini,Moltres,Total_damage_done,1380
martini,Moltres,Total_damage_received,1087
